UF,Cidade,CEP Inicial,CEP Final,Tipo,Prazo
RJ,Sao Goncalo,24410240,24410240,Capital,4
RJ,Sao Goncalo,24410250,24410250,Capital,4
RJ,Sao Goncalo,24410280,24410280,Capital,4
RJ,Sao Goncalo,24410290,24410290,Capital,4
RJ,Sao Goncalo,24410320,24410320,Capital,4
RJ,Sao Goncalo,24410335,24410335,Capital,4
RJ,Sao Goncalo,24410365,24410365,Capital,4
RJ,Sao Goncalo,24410380,24410380,Capital,4
RJ,Sao Goncalo,24410460,24410460,Capital,4
RJ,Sao Goncalo,24445425,24445425,Capital,4
RJ,Sao Goncalo,24445430,24445430,Capital,4
RJ,Sao Goncalo,24445435,24445436,Capital,4
RJ,Sao Goncalo,24445480,24445480,Capital,4
RJ,Sao Goncalo,24440600,24440600,Capital,4
RJ,Sao Goncalo,24445000,24445000,Capital,4
RJ,Sao Goncalo,24445020,24445020,Capital,4
MT,Vera,78880000,78880000,Redespacho,9
PI,Lagoa De Sao Francisco,64258000,64259999,Redespacho,5
MT,Primavera Do Leste,78850000,78854999,Capital,4
BA,America Dourada,44910000,44910999,Redespacho,8
SP,Itupeva,13299773,13299807,Capital,3
SP,Itupeva,13299630,13299636,Redespacho,3
SP,Itupeva,13299637,13299639,Capital,3
SP,Itupeva,13299640,13299678,Redespacho,3
SP,Itupeva,13299679,13299683,Capital,3
SP,Itupeva,13299684,13299696,Redespacho,3
SP,Itupeva,13299697,13299710,Capital,3
SP,Itupeva,13299740,13299772,Redespacho,3
PA,Cachoeira Do Piria,68617000,68617999,Redespacho,8
PA,Garrafao Do Norte,68665000,68669999,Redespacho,8
PA,Nova Esperanca Do Piria,68618000,68619999,Redespacho,7
RJ,Sao Goncalo,24720260,24720260,Capital,4
RJ,Sao Goncalo,24755220,24755220,Capital,4
RJ,Sao Goncalo,24445510,24445510,Capital,4
RJ,Sao Goncalo,24445520,24445520,Capital,4
RJ,Sao Goncalo,24445820,24445820,Capital,4
RJ,Sao Goncalo,24460020,24460020,Capital,4
RJ,Sao Goncalo,24460050,24460050,Capital,4
RJ,Sao Goncalo,24465015,24465015,Capital,4
RJ,Sao Goncalo,24465050,24465050,Capital,4
RJ,Sao Goncalo,24465060,24465060,Capital,4
RJ,Sao Goncalo,24465075,24465075,Capital,4
RJ,Sao Goncalo,24465080,24465080,Capital,4
RJ,Sao Goncalo,24465255,24465256,Capital,4
RJ,Sao Goncalo,24711200,24711200,Capital,4
RJ,Sao Goncalo,24720000,24720000,Capital,4
RJ,Sao Goncalo,24720010,24720010,Capital,4
RJ,Sao Goncalo,24720020,24720020,Capital,4
RJ,Sao Goncalo,24445030,24445030,Capital,4
RJ,Sao Goncalo,24445040,24445040,Capital,4
RJ,Sao Goncalo,24445050,24445050,Capital,4
RJ,Sao Goncalo,24445060,24445060,Capital,4
RJ,Sao Goncalo,24445065,24445065,Capital,4
RJ,Sao Goncalo,24445350,24445350,Capital,4
RJ,Sao Goncalo,24445360,24445361,Capital,4
RJ,Sao Goncalo,24445370,24445372,Capital,4
RJ,Sao Goncalo,24445380,24445380,Capital,4
RJ,Sao Goncalo,24445390,24445390,Capital,4
RJ,Sao Goncalo,24445400,24445400,Capital,4
RJ,Sao Goncalo,24445410,24445410,Capital,4
RJ,Sao Goncalo,24445420,24445420,Capital,4
RJ,Sao Goncalo,24445440,24445440,Capital,4
MG,Juiz De Fora,36020000,36021999,Redespacho,4
RJ,Sao Goncalo,24445460,24445460,Capital,4
RJ,Sao Goncalo,24445470,24445470,Capital,4
PA,Ourem,68640000,68643999,Redespacho,8
PI,Madeiro,64168000,64169999,Redespacho,7
PI,Sao Joao Da Fronteira,64243000,64244999,Redespacho,7
RJ,Nova Friburgo,28600000,28636999,Redespacho,4
RJ,Miguel Pereira,26900000,26900999,Redespacho,5
RJ,Miguel Pereira,26910000,26910999,Redespacho,5
RJ,Sao Goncalo,24410220,24410220,Capital,4
RJ,Cordeiro,28540000,28540999,Redespacho,4
RJ,Paraiba Do Sul,25850000,25869999,Redespacho,4
RJ,Sao Goncalo,24720210,24720210,Capital,4
RJ,Sao Goncalo,24720215,24720215,Capital,4
RJ,Sao Goncalo,24720220,24720220,Capital,4
RJ,Sao Goncalo,24720230,24720230,Capital,4
RJ,Sao Goncalo,24720240,24720240,Capital,4
RJ,Sao Goncalo,24720250,24720250,Capital,4
RJ,Sao Goncalo,24445490,24445490,Capital,4
RJ,Sao Goncalo,24445495,24445495,Capital,4
RJ,Sao Goncalo,24445500,24445500,Capital,4
RJ,Sao Goncalo,24720200,24720200,Capital,4
PB,Joao Pessoa,58032010,58032010,Capital,3
PB,Joao Pessoa,58032020,58032020,Capital,3
RJ,Rio De Janeiro,22620000,22649999,Capital,3
RJ,Rio De Janeiro,22700000,22780999,Capital,3
RJ,Rio De Janeiro,22611000,22619999,Capital,3
RJ,Sao Goncalo,24720030,24720030,Capital,4
RJ,Sao Goncalo,24720040,24720040,Capital,4
RJ,Sao Goncalo,24720050,24720050,Capital,4
RJ,Sao Goncalo,24720060,24720060,Capital,4
RJ,Sao Goncalo,24720070,24720070,Capital,4
RJ,Sao Goncalo,24720080,24720080,Capital,4
RJ,Sao Goncalo,24720090,24720090,Capital,4
RJ,Sao Goncalo,24720100,24720100,Capital,4
RJ,Sao Goncalo,24720110,24720110,Capital,4
RJ,Sao Goncalo,24720120,24720120,Capital,4
RJ,Sao Goncalo,24720130,24720130,Capital,4
RJ,Sao Goncalo,24720140,24720140,Capital,4
RJ,Sao Goncalo,24720150,24720150,Capital,4
RJ,Sao Goncalo,24720160,24720160,Capital,4
RJ,Sao Goncalo,24720170,24720170,Capital,4
RJ,Sao Goncalo,24720180,24720180,Capital,4
RJ,Sao Goncalo,24720190,24720190,Capital,4
RJ,Cachoeiras De Macacu,28680000,28680999,Redespacho,5
RJ,Paty Do Alferes,26950000,26950999,Redespacho,5
RJ,Paty Do Alferes,26980000,26980999,Redespacho,5
RJ,Sao Jose Do Vale Do Rio Preto,25780000,25799999,Redespacho,4
RJ,Sapucaia,25880000,25899999,Redespacho,4
RJ,Bom Jardim,28660000,28660999,Redespacho,4
RJ,Duas Barras,28650000,28659999,Redespacho,3
RJ,Trajano De Moraes,28750000,28750999,Redespacho,3
RJ,Sao Sebastiao Do Alto,28550000,28550999,Redespacho,3
RJ,Macuco,28545000,28545999,Redespacho,3
RJ,Santa Maria Madalena,28770000,28770999,Redespacho,3
RJ,Rio Das Flores,27660000,27699999,Redespacho,5
RJ,Comendador Levy Gasparian,25870000,25879999,Redespacho,4
RJ,Sumidouro,28637000,28637999,Redespacho,3
RJ,Carmo,28640000,28649999,Redespacho,3
ES,Guarapari,29200001,29227999,Capital,3
PA,Monte Alegre,68220000,68229999,Redespacho,7
PA,Oriximina,68270000,68279999,Redespacho,6
PA,Juruti,68170000,68179999,Redespacho,7
PA,Obidos,68250000,68269999,Redespacho,7
PA,Alenquer,68200000,68209999,Redespacho,7
MG,Santa Luzia,33000001,33199999,Capital,3
PB,Bayeux,58110001,58114999,Capital,4
PB,Santa Rita,58300000,58303999,Interior,4
PB,Cabedelo,58100001,58109999,Capital,4
SP,Canitar,18990001,18994999,Redespacho,5
SP,Chavantes,18970000,18989999,Redespacho,5
SP,Ipaussu,18950000,18959999,Redespacho,5
SP,Bernardino De Campos,18960000,18969999,Redespacho,5
SP,Aguas De Santa Barbara,18770000,18774999,Redespacho,5
SP,Iaras,18775000,18775999,Redespacho,5
PB,Joao Pessoa,58032011,58032019,Capital,3
SP,Guarulhos,7300000,7399999,Capital,3
RN,Lajes,59535000,59535999,Redespacho,6
PB,Joao Pessoa,58032021,58032029,Capital,3
PB,Joao Pessoa,58032030,58032030,Capital,3
PB,Joao Pessoa,58032031,58032039,Capital,3
PB,Joao Pessoa,58032040,58032040,Capital,3
PB,Joao Pessoa,58032041,58032049,Capital,3
PB,Joao Pessoa,58032050,58032050,Capital,3
PB,Joao Pessoa,58032051,58032059,Capital,3
PB,Joao Pessoa,58032060,58032060,Capital,3
PB,Joao Pessoa,58032061,58032062,Capital,3
PB,Joao Pessoa,58032063,58032063,Capital,3
PB,Joao Pessoa,58032064,58032064,Capital,3
PB,Joao Pessoa,58032065,58032065,Capital,3
PB,Joao Pessoa,58032071,58032079,Capital,3
PB,Joao Pessoa,58032070,58032070,Capital,3
PB,Joao Pessoa,58032066,58032069,Capital,3
PB,Joao Pessoa,58032080,58032080,Capital,3
PB,Joao Pessoa,58032083,58032083,Capital,3
PB,Joao Pessoa,58032081,58032082,Capital,3
PB,Joao Pessoa,58032084,58032084,Capital,3
PB,Joao Pessoa,58032086,58032086,Capital,3
PB,Joao Pessoa,58032085,58032085,Capital,3
PB,Joao Pessoa,58032087,58032087,Capital,3
PB,Joao Pessoa,58032088,58032089,Capital,3
SP,Piracicaba,13411606,13412466,Capital,3
PB,Joao Pessoa,58032090,58032090,Capital,3
RS,Minas Do Leao,96755000,96755999,Redespacho,6
RS,Butia,96750000,96750999,Redespacho,6
RS,Sobradinho,96900000,96907999,Redespacho,5
RS,Erebango,99920000,99924999,Redespacho,6
RS,Arroio Dos Ratos,96740000,96740999,Redespacho,6
RS,Pantano Grande,96690000,96690999,Redespacho,5
RS,Segredo,96910000,96910000,Redespacho,7
RS,Ibarama,96925000,96925000,Redespacho,6
RS,Arroio Do Tigre,96950000,96950000,Redespacho,5
RS,Rio Pardo,96640000,96684999,Redespacho,5
RS,Candelaria,96930000,96949999,Redespacho,5
RS,Alto Feliz,95773000,95774999,Redespacho,6
RS,Severiano De Almeida,99810000,99819999,Redespacho,5
RS,Gaurama,99830000,99834999,Capital,5
RS,Vitoria Das Missoes,98850000,98854999,Redespacho,6
RS,Restinga Seca,97200000,97209999,Redespacho,8
RS,Dona Francisca,97280000,97299999,Redespacho,8
RS,Rolador,97843000,97844999,Redespacho,7
RS,Chiapetta,98760000,98764999,Redespacho,7
RS,Inhacora,98765000,98769999,Redespacho,6
RS,Independencia,98915000,98917999,Interior,6
RS,Cerro Largo,97900000,97919999,Redespacho,7
RS,Mato Queimado,97935000,97939999,Redespacho,7
RS,Pirapo,97885000,97899999,Redespacho,7
RS,Sao Pedro Do Butia,97920000,97929999,Redespacho,7
RS,Tuparendi,98940000,98946999,Interior,6
RS,Candido Godoi,98970000,98974999,Redespacho,7
RS,Salvador Das Missoes,97940000,97949999,Redespacho,7
RS,Campina Das Missoes,98975000,98979999,Redespacho,7
RS,Sao Pedro Do Sul,97400000,97409999,Redespacho,8
RS,Faxinal Do Soturno,97220000,97229999,Redespacho,9
RS,Tucunduva,98930000,98939999,Redespacho,7
RS,Tres De Maio,98910000,98910999,Interior,6
RS,Alegria,98905000,98909999,Redespacho,7
RS,Sao Miguel Das Missoes,98865000,98869999,Redespacho,6
RS,Sentinela Do Sul,96765000,96769999,Redespacho,5
RS,Palmares Do Sul,95540000,95551999,Redespacho,5
RS,Sede Nova,98675000,98675999,Redespacho,5
RS,Sao Vendelino,95795000,95799999,Redespacho,5
RS,Roque Gonzales,97970000,97979999,Redespacho,7
RS,Garruchos,97690000,97699999,Redespacho,7
RS,Unistalda,97755000,97759999,Redespacho,7
RS,Sao Nicolau,97880000,97884999,Redespacho,7
RS,Horizontina,98920000,98924999,Interior,6
RS,Sao Paulo Das Missoes,97980000,97999999,Redespacho,7
RS,Sao Martinho,98690000,98690000,Redespacho,6
RS,Parai,95360000,95360999,Redespacho,5
RS,Serafina Correa,99250000,99250999,Redespacho,6
RS,Nova Alvorada,95985000,95985999,Redespacho,5
RS,Casca,99260000,99260999,Redespacho,5
RS,Camargo,99165000,99165999,Redespacho,6
RS,Vila Maria,99155000,99155999,Redespacho,5
RS,Guapore,99200000,99214999,Redespacho,5
RS,Nova Araca,95350000,95350999,Redespacho,7
RS,Paverama,95865000,95869999,Redespacho,6
RS,Capitao,95935000,95936999,Redespacho,7
RS,Westfalia,95893000,95893999,Redespacho,6
RS,Roca Sales,95735000,95735999,Redespacho,5
RS,Itacurubi,97685000,97689999,Redespacho,7
RS,Caibate,97930000,97934999,Interior,6
RS,Guarani Das Missoes,97950000,97959999,Redespacho,6
RS,Girua,98870000,98894999,Interior,5
RS,Sete De Setembro,97960000,97969999,Redespacho,5
RS,Itaara,97185000,97185999,Redespacho,6
RS,Santa Maria,97000000,97179999,Capital,4
RS,Rolante,95690000,95690999,Redespacho,5
RS,Cerro Grande Do Sul,96770000,96779999,Redespacho,5
RS,Boa Vista Do Sul,95727000,95729999,Redespacho,5
RS,Vale Verde,95833000,95833999,Redespacho,5
RS,Coronel Pilar,95726000,95726999,Redespacho,5
RS,Itapuca,95997000,95999999,Redespacho,7
RS,Barros Cassal,99360000,99369999,Redespacho,7
RS,Sao Francisco De Paula,95400000,95419999,Redespacho,5
RS,Passo Do Sobrado,96685000,96685999,Redespacho,6
RS,Camaqua,96780001,96792999,Redespacho,6
RS,Chuvisca,96193000,96194999,Redespacho,6
RS,Sao Borja,97670000,97670999,Redespacho,9
RS,Portao,93180000,93180999,Interior,4
RS,Eldorado Do Sul,92990000,92999999,Interior,4
RS,Entre Ijuis,98855000,98859999,Redespacho,5
RS,Porto Xavier,98995000,98999999,Redespacho,7
RS,Ubiretama,98898000,98899999,Redespacho,6
RS,Pouso Novo,95945000,95947999,Redespacho,6
RS,Santa Tereza,95715000,95716999,Redespacho,6
RS,Dom Feliciano,96190000,96192999,Redespacho,6
RS,Caraa,95515000,95519999,Redespacho,7
RS,Cidreira,95595000,95596999,Redespacho,7
RS,Santo Cristo,98960000,98969999,Redespacho,6
RS,Senador Salgado Filho,98895000,98897999,Redespacho,6
RS,Porto Lucena,98980000,98984999,Redespacho,7
RS,Alecrim,98950000,98954999,Redespacho,7
RS,Doutor Mauricio Cardoso,98925000,98929999,Redespacho,7
RS,Porto Vera Cruz,98985000,98994999,Redespacho,7
RS,Sao Luiz Gonzaga,97800000,97800999,Redespacho,6
RS,Toropi,97418000,97418999,Redespacho,8
RS,Julio De Castilhos,98130000,98130000,Redespacho,8
RS,Muitos Capoes,95230000,95230999,Redespacho,6
RS,Marau,99150000,99150999,Capital,3
RS,Riozinho,95695000,95695999,Redespacho,6
RS,Sao Domingos Do Sul,99270000,99270999,Redespacho,8
RS,Arambare,96178000,96179999,Redespacho,6
RS,Tapes,96760000,96764999,Redespacho,5
RS,Capivari Do Sul,95552000,95554999,Redespacho,5
RS,Capao Do Cipo,97753000,97754999,Redespacho,7
RS,Dezesseis De Novembro,97845000,97849999,Redespacho,6
RS,Taquara,95600000,95600999,Interior,5
RS,Parobe,95630000,95630999,Interior,5
RS,Nova Hartz,93890000,93890999,Interior,4
RS,Ararica,93880000,93880999,Interior,4
RS,Montenegro,95780000,95780999,Capital,3
RS,Tres Coroas,95660000,95660999,Interior,5
RS,Triunfo,95853000,95853999,Interior,5
RS,Triunfo,95840000,95852999,Interior,5
RS,Feliz,95770000,95772999,Interior,5
RS,Salvador Do Sul,95750000,95754999,Redespacho,5
RS,Bom Principio,95765000,95765999,Redespacho,5
RS,Picada Cafe,95166000,95169999,Interior,5
RS,Morro Reuter,93990000,93994999,Interior,5
RS,Humaita,98670000,98674999,Redespacho,7
RS,Vicente Dutra,98450000,98459999,Redespacho,7
RS,Nova Candelaria,98919000,98919999,Redespacho,7
RS,Silveira Martins,97195000,97195999,Redespacho,8
RS,Sao Martinho Da Serra,97190000,97190999,Redespacho,8
RS,Condor,98290000,98290999,Redespacho,6
RS,Frederico Westphalen,98400000,98400999,Redespacho,7
RS,Seberi,98380000,98380999,Redespacho,6
RS,Novo Machado,98955000,98957999,Redespacho,7
RS,Sao Leopoldo,93000000,93179999,Capital,3
RS,Ilopolis,95990000,95994999,Redespacho,6
RS,Dois Lajeados,99220000,99239999,Redespacho,5
RS,Barra Do Guarita,98530000,98534999,Redespacho,7
RS,Travesseiro,95948000,95948000,Redespacho,7
RS,Derrubadas,98528000,98529999,Redespacho,7
RS,Esperanca Do Sul,98635000,98635999,Redespacho,7
RS,Arroio Do Meio,95940000,95940999,Redespacho,5
RS,Cruzeiro Do Sul,95930000,95930000,Redespacho,5
RS,Estrela,95880000,95880999,Redespacho,5
RS,Lajeado,95900000,95914999,Capital,4
RS,Torres,95560000,95567999,Redespacho,7
RS,Sarandi,99560000,99579999,Redespacho,7
RS,Palmeira Das Missoes,98300000,98300999,Redespacho,6
RS,Saldanha Marinho,98250000,98250999,Redespacho,6
RS,Bozano,98733000,98733999,Redespacho,6
RS,Santa Barbara Do Sul,98240000,98240999,Redespacho,6
RS,Esteio,93250000,93299999,Interior,3
RS,Venancio Aires,95800000,95819999,Redespacho,5
RS,Tupandi,95775000,95775999,Interior,5
RS,Vespasiano Correa,95972000,95974999,Redespacho,6
RS,Mucum,95970000,95971999,Redespacho,5
RS,Poco Das Antas,95740000,95744999,Redespacho,7
RS,Nova Brescia,95950000,95954999,Redespacho,6
RS,Mato Leitao,95835000,95835999,Redespacho,7
RS,Bom Retiro Do Sul,95870000,95870999,Redespacho,5
RS,Teutonia,95890000,95890999,Redespacho,5
RS,Colinas,95895000,95895000,Redespacho,5
RS,Santa Clara Do Sul,95915000,95915999,Redespacho,5
RS,Imigrante,95885000,95885999,Redespacho,7
RS,Marques De Souza,95923000,95923999,Redespacho,7
RS,Forquetinha,95937000,95939999,Redespacho,7
RS,Fazenda Vilanova,95875000,95875999,Redespacho,6
RS,Igrejinha,95650000,95650999,Interior,5
RS,Sao Sebastiao Do Cai,95760000,95760999,Interior,5
RS,Capela De Santana,95745000,95745999,Interior,5
RS,Pareci Novo,95783000,95783999,Interior,5
RS,Harmonia,95785000,95785999,Interior,5
RS,Marata,95793000,95793999,Interior,5
RS,Sao Jose Do Sul,95748000,95748999,Redespacho,5
RS,Santa Vitoria Do Palmar,96230000,96230999,Redespacho,7
RS,Porto Maua,98947000,98949999,Redespacho,7
RS,Pinheirinho Do Vale,98435000,98439999,Redespacho,7
RS,Crissiumal,98640000,98669999,Redespacho,7
RS,Tiradentes Do Sul,98680000,98680999,Redespacho,7
RS,Quarai,97560000,97569999,Redespacho,7
RS,Macambara,97645000,97649999,Redespacho,7
RS,Chui,96255000,96255999,Redespacho,7
RS,Bom Progresso,98575000,98579999,Redespacho,7
RS,Sao Francisco De Assis,97610000,97639999,Redespacho,7
RS,Cerro Grande,98340000,98344999,Redespacho,7
RS,Liberato Salzano,99690000,99697999,Redespacho,7
RS,Mata,97410000,97410999,Redespacho,7
RS,Entre Rios Do Sul,99645000,99649999,Redespacho,7
RS,Jaguari,97760000,97769999,Redespacho,7
RS,Encantado,95960000,95960999,Redespacho,5
RS,Novo Hamburgo,93300000,93489999,Capital,3
RS,Tabai,95863000,95863999,Interior,5
RS,Brochier,95790000,95790999,Interior,5
RS,Pinhal Da Serra,95390000,95399999,Redespacho,7
RS,Colorado,99460000,99469999,Redespacho,7
RS,Piratini,96490000,96490999,Redespacho,7
RS,Manoel Viana,97640000,97644999,Redespacho,7
RS,Acegua,96445000,96445000,Redespacho,7
RS,Sao Vicente Do Sul,97420000,97449999,Redespacho,7
RS,Novo Tiradentes,98370000,98379999,Redespacho,7
RS,Jaboticaba,98350000,98359999,Redespacho,7
RS,Pontao,99190000,99199999,Redespacho,7
RS,Ipiranga Do Sul,99925000,99929999,Redespacho,7
RS,Vila Nova Do Sul,97385000,97385999,Redespacho,7
RS,Cacique Doble,99860000,99869999,Redespacho,7
RS,Vista Gaucha,98535000,98535999,Redespacho,7
RS,Tres Passos,98600000,98634999,Redespacho,7
RS,Ronda Alta,99670000,99674999,Redespacho,7
RS,Rondinha,99590000,99599999,Redespacho,7
RS,Barra Funda,99585000,99589999,Redespacho,7
RS,Dilermando De Aguiar,97180000,97180999,Redespacho,7
RS,Candiota,96495000,96495000,Redespacho,7
RS,Quevedos,98140000,98149999,Redespacho,7
RS,Nova Boa Vista,99580000,99584999,Redespacho,7
RS,Ametista Do Sul,98465000,98465999,Redespacho,7
RS,Sao Valerio Do Sul,98595000,98599999,Redespacho,7
RS,Campo Novo,98570000,98574999,Redespacho,7
RS,Rosario Do Sul,97590000,97609999,Redespacho,7
RS,Alpestre,98480000,98499999,Redespacho,7
RS,Nova Esperanca Do Sul,97770000,97799999,Redespacho,7
RS,Erval Seco,98390000,98399999,Redespacho,7
RS,Santa Margarida Do Sul,97335000,97335999,Redespacho,7
RS,Tupancireta,98170000,98174999,Redespacho,7
RS,Redentora,98550000,98559999,Redespacho,7
RS,Irai,98460000,98460999,Redespacho,7
RS,Cerrito,96395000,96395000,Redespacho,7
RS,Bage,96400001,96429999,Redespacho,7
RS,Novo Xingu,99687000,99689999,Redespacho,7
RS,Sao Jose Das Missoes,98325000,98329999,Redespacho,7
RS,Engenho Velho,99698000,99699999,Redespacho,7
RS,Herval,96310000,96329999,Redespacho,7
RS,Pedras Altas,96487000,96489999,Redespacho,7
RS,Constantina,99680000,99686999,Redespacho,7
RS,Charrua,99960000,99964999,Redespacho,7
RS,Santana Do Livramento,97570001,97584999,Redespacho,7
RS,Boa Vista Das Missoes,98335000,98337999,Redespacho,7
RS,Gramado Dos Loureiros,99605000,99609999,Redespacho,7
RS,Boa Vista Do Cadeado,98118000,98119999,Redespacho,7
RS,Pinhal,98345000,98349999,Redespacho,7
RS,Chapada,99530000,99559999,Redespacho,7
RS,Barracao,95370000,95379999,Redespacho,7
RS,Paim Filho,99850000,99854999,Redespacho,7
RS,Coqueiros Do Sul,99528000,99529999,Redespacho,7
RS,Lagoa Bonita Do Sul,96920000,96924999,Redespacho,7
RS,Bossoroca,97850000,97869999,Redespacho,7
RS,Tenente Portela,98500000,98527999,Redespacho,7
RS,Vanini,99290000,99299999,Redespacho,7
RS,Passa Sete,96908000,96909999,Redespacho,7
RS,Turucu,96148000,96149999,Redespacho,7
RS,Arroio Grande,96330000,96330999,Redespacho,7
RS,Jari,98175000,98179999,Redespacho,7
RS,Sao Gabriel,97300000,97300999,Redespacho,7
RS,Alto Alegre,99430000,99434999,Redespacho,7
RS,Agua Santa,99965000,99969999,Redespacho,7
RS,Esmeralda,95380000,95389999,Redespacho,7
RS,Morro Redondo,96150000,96150999,Redespacho,7
RS,Lajeado Do Bugre,98320000,98322999,Redespacho,7
RS,Sao Pedro Das Missoes,98323000,98324999,Redespacho,7
RS,Miraguai,98540000,98549999,Redespacho,7
RS,Vista Alegre,98415000,98429999,Redespacho,7
RS,Taquarucu Do Sul,98410000,98414999,Redespacho,7
RS,Braga,98560000,98569999,Redespacho,7
RS,Formigueiro,97210000,97210999,Redespacho,7
RS,Progresso,95925000,95929999,Redespacho,6
RS,Guaiba,92700001,92739999,Interior,4
RS,Salto Do Jacui,99440000,99449999,Redespacho,7
RS,Santa Cecilia Do Sul,99952000,99954999,Redespacho,7
RS,David Canabarro,99980000,99989999,Redespacho,7
RS,Arroio Do Padre,96155000,96159999,Redespacho,7
RS,Mariana Pimentel,92900000,92989999,Redespacho,5
RS,Santo Antonio Das Missoes,97870000,97879999,Redespacho,7
RS,Sao Joao Da Urtiga,99855000,99859999,Redespacho,7
RS,Palmitinho,98430000,98434999,Redespacho,7
RS,Sagrada Familia,98330000,98334999,Redespacho,7
RS,Presidente Lucena,93945000,93949999,Redespacho,5
RS,Sertao Santana,92850000,92869999,Redespacho,5
RS,Ipe,95240000,95249999,Redespacho,6
RS,Cristal,96195000,96195000,Redespacho,6
RS,Relvado,95965000,95966999,Redespacho,6
RS,Protasio Alves,95345000,95349999,Redespacho,6
RS,Boqueirao Do Leao,95920000,95920999,Redespacho,6
RS,Tavares,96290000,96299999,Redespacho,6
RS,Anta Gorda,95980000,95984999,Redespacho,6
RS,Campestre Da Serra,95255000,95259999,Redespacho,6
RS,Pelotas,96000001,96147999,Capital,4
RS,Pejucara,98270000,98279999,Redespacho,7
RS,Hulha Negra,96460000,96460000,Redespacho,7
RS,Coronel Bicaco,98580000,98589999,Redespacho,7
RS,Planalto,98470000,98470000,Redespacho,7
RS,Jaguarao,96300000,96300999,Redespacho,7
RS,Cacequi,97450000,97499999,Redespacho,7
RS,Cristal Do Sul,98368000,98369999,Redespacho,7
RS,Santo Augusto,98590000,98594999,Redespacho,7
RS,Dom Pedrito,96450000,96459999,Redespacho,7
RS,Dois Irmaos Das Missoes,98385000,98385999,Redespacho,7
RS,Rio Dos Indios,99610000,99614999,Redespacho,7
RS,Rodeio Bonito,98360000,98360999,Redespacho,7
RS,Estrela Velha,96990000,96999999,Redespacho,7
RS,Mormaco,99315000,99319999,Redespacho,7
RS,Cangucu,96600000,96600000,Redespacho,7
RS,Jacuizinho,99457000,99459999,Redespacho,7
RS,Barra Do Ribeiro,92870000,92899999,Redespacho,4
RS,Novo Cabrais,96545000,96569999,Redespacho,7
RS,Santo Expedito Do Sul,99895000,99899999,Redespacho,7
RS,Fortaleza Dos Valos,98125000,98125999,Redespacho,7
RS,Boa Vista Do Incra,98120000,98124999,Redespacho,7
RS,Pedro Osorio,96360000,96360000,Redespacho,7
RS,Santana Da Boa Vista,96590000,96590999,Redespacho,7
RS,Ibirapuita,99320000,99329999,Redespacho,7
RS,General Camara,95820000,95820999,Redespacho,5
RS,Sao Jose Do Hortencio,95755000,95757999,Redespacho,5
RS,Caicara,98440000,98449999,Redespacho,7
RS,Paraiso Do Sul,96530000,96534999,Redespacho,7
RS,Ibiraiaras,95305000,95307999,Redespacho,7
RS,Santo Antonio Do Palma,99265000,99269999,Redespacho,7
RS,Rio Grande,96200000,96219999,Redespacho,7
RS,Tupanci Do Sul,99878000,99879999,Redespacho,7
RS,Ivora,98160000,98169999,Redespacho,7
RS,Sao Jose Do Norte,96225000,96225999,Redespacho,7
RS,Vale Do Sol,96878000,96878999,Redespacho,6
RS,Vista Alegre Do Prata,95325000,95329999,Redespacho,6
RS,Novo Barreiro,98338000,98339999,Redespacho,7
RS,Vila Langaro,99955000,99959999,Redespacho,7
RS,Gramado Xavier,96875000,96875999,Redespacho,7
RS,Herveiras,96888000,96888999,Redespacho,7
RS,Cambara Do Sul,95480000,95499999,Redespacho,7
RS,Sao Jose Do Herval,99380000,99399999,Redespacho,7
RS,Santo Antonio Do Planalto,99525000,99527999,Redespacho,7
RS,Quinze De Novembro,98230000,98239999,Redespacho,7
RS,Cacapava Do Sul,96570000,96570999,Redespacho,7
RS,Ajuricaba,98750000,98757999,Interior,6
RS,Andre Da Rocha,95310000,95314999,Redespacho,7
RS,Santa Maria Do Herval,93995000,93999999,Interior,5
RS,Coqueiro Baixo,95955000,95959999,Redespacho,6
RS,Doutor Ricardo,95967000,95969999,Redespacho,6
RS,Tres Forquilhas,95575000,95576999,Redespacho,6
RS,Serio,95918000,95919999,Redespacho,6
RS,Cotipora,95335000,95339999,Redespacho,6
RS,Pinhal Grande,98150000,98159999,Redespacho,7
RS,Quatro Irmaos,99720000,99724999,Redespacho,7
RS,Lavras Do Sul,97390000,97399999,Redespacho,7
RS,Pinheiro Machado,96470000,96470000,Redespacho,7
RS,Almirante Tamandare Do Sul,99523000,99524999,Redespacho,7
RS,Campos Borges,99435000,99439999,Redespacho,7
RS,Capao Bonito Do Sul,95308000,95309999,Redespacho,7
RS,Nicolau Vergueiro,99175000,99179999,Redespacho,7
RS,Tunas,99330000,99339999,Redespacho,7
RS,Muliterno,99990000,99999999,Redespacho,7
RS,Gentil,99160000,99164999,Redespacho,7
RS,Canudos Do Vale,95933000,95934999,Redespacho,6
RS,Mostardas,96270000,96289999,Redespacho,6
RS,Agudo,96540000,96544999,Redespacho,7
RS,Sao Jose Do Ouro,99870000,99877999,Redespacho,7
RS,Nova Roma Do Sul,95260000,95269999,Redespacho,6
RS,Machadinho,99880000,99889999,Redespacho,6
RS,Nonoai,99600000,99604999,Redespacho,6
RS,Tres Palmeiras,99675000,99679999,Redespacho,6
RS,Maximiliano De Almeida,99890000,99894999,Redespacho,6
