UF,Cidade,CEP Inicial,CEP Final,Tipo,Prazo
BA,Cordeiros,46280000,46289999,Redespacho,8
PR,Mirador,87840000,87849999,Redespacho,5
PR,Quitandinha,83840000,83849999,Redespacho,4
PR,Cafeara,86640000,86649999,Redespacho,5
PR,Campina Do Simao,85148000,85149999,Redespacho,4
PR,Campo Do Tenente,83870000,83879999,Redespacho,4
PR,Missal,85890000,85891999,Redespacho,5
PR,Porto Amazonas,84140000,84144999,Redespacho,6
PR,Porto Barreiro,85345000,85349999,Redespacho,5
BA,Barra Do Rocha,45560000,45560999,Redespacho,6
BA,Gongogi,45540000,45540999,Redespacho,7
BA,Lafaiete Coutinho,45215000,45215999,Redespacho,6
BA,Bom Jesus Da Serra,45263000,45263000,Redespacho,9
BA,Ribeirao Do Largo,45155000,45155999,Redespacho,8
BA,Maetinga,46255000,46255999,Redespacho,8
ES,Cachoeiro De Itapemirim,29300001,29320999,Redespacho,7
PR,Inaja,87670000,87679999,Redespacho,5
PR,Ipiranga,84450000,84459999,Redespacho,4
PR,Santana Do Itarare,84970000,84979999,Redespacho,5
PR,Vera Cruz Do Oeste,85845000,85849999,Redespacho,4
PR,Tunas Do Parana,83480000,83489999,Redespacho,4
MG,Conego Marinho,39489000,39489999,Redespacho,8
MG,Cachoeira Dourada,38370000,38379999,Redespacho,8
MG,Ponto Chique,39328000,39329999,Redespacho,8
PR,Coronel Domingos Soares,85557000,85559999,Redespacho,4
PR,Diamante Do Oeste,85896000,85897999,Redespacho,5
PR,Diamante Do Sul,85408000,85409999,Redespacho,8
AL,Messias,57990000,57990999,Interior,7
PR,Guaporema,87810000,87819999,Redespacho,4
AL,Mar Vermelho,57730000,57730999,Interior,7
PR,Guaraniacu,85400000,85407999,Redespacho,4
MG,Queluzito,36424000,36425999,Redespacho,7
PA,Primavera,68707000,68708999,Redespacho,6
MG,Miravania,39465000,39466999,Redespacho,8
PR,Fernandes Pinheiro,84535000,84549999,Redespacho,4
PR,Bom Jesus Do Sul,85708000,85709999,Redespacho,7
CE,Itatira,62720000,62729999,Redespacho,8
CE,Tarrafas,63145000,63149999,Redespacho,8
CE,Caridade,62730000,62735999,Redespacho,8
CE,Redencao,62790000,62794999,Redespacho,3
CE,Mulungu,62764000,62765999,Redespacho,5
CE,General Sampaio,62738000,62739999,Redespacho,7
CE,Capistrano,62748000,62749999,Redespacho,5
CE,Ibicuitinga,62955000,62959999,Redespacho,8
BA,Mansidao,47160000,47199999,Redespacho,7
CE,Potengi,63160000,63164999,Redespacho,8
CE,Nova Olinda,63165000,63169999,Redespacho,8
CE,Farias Brito,63185000,63189999,Redespacho,8
CE,Santana Do Cariri,63190000,63194999,Redespacho,8
CE,Missao Velha,63200000,63209999,Redespacho,8
CE,Tamboril,63750000,63779999,Redespacho,7
MG,Ipiacu,38350000,38359999,Redespacho,8
PR,Salgado Filho,85620000,85627999,Redespacho,8
PR,Sao Jorge Do Oeste,85575000,85579999,Redespacho,7
BA,Sao Jose Do Jacuipe,44698000,44699999,Redespacho,7
PR,Godoy Moreira,86938000,86939999,Redespacho,4
MG,Madre De Deus De Minas,37305000,37309999,Redespacho,6
CE,Saboeiro,63590000,63594999,Redespacho,5
CE,Coreau,62160000,62169999,Redespacho,8
PR,Doutor Ulysses,83590000,83599999,Redespacho,4
PR,Entre Rios Do Oeste,85988000,85989999,Redespacho,4
MG,Natalandia,38658000,38659999,Redespacho,8
MG,Novorizonte,39568000,39568999,Redespacho,8
PR,Esperanca Nova,87545000,87549999,Redespacho,4
PR,Pinhal De Sao Bento,85727000,85729999,Redespacho,4
PR,Pirai Do Sul,84240000,84249999,Redespacho,4
RJ,Laje Do Muriae,28350000,28350999,Redespacho,7
PR,Bela Vista Da Caroba,85745000,85749999,Redespacho,4
PR,Ramilandia,85888000,85889999,Redespacho,5
PR,Rancho Alegre Do Oeste,87395000,87399999,Redespacho,4
PR,Reserva Do Iguacu,85195000,85199999,Redespacho,5
PR,Laranjal,85275000,85279999,Redespacho,5
PR,Nossa Senhora Das Gracas,86680000,86689999,Redespacho,5
PR,Lupionopolis,86635000,86639999,Redespacho,5
PR,Boa Ventura De Sao Roque,85225000,85229999,Redespacho,5
PR,Boa Vista Da Aparecida,85780000,85789999,Redespacho,8
PR,Manfrinopolis,85628000,85629999,Redespacho,7
PR,Marquinho,85168000,85169999,Redespacho,5
PR,Mato Rico,85240000,85249999,Redespacho,5
PR,Cerro Azul,83570000,83589999,Redespacho,4
PR,Tuneiras Do Oeste,87450000,87469999,Redespacho,4
PR,Honorio Serpa,85548000,85549999,Redespacho,5
PR,Nova Cantu,87330000,87339999,Redespacho,4
PR,Nova Tebas,85250000,85259999,Redespacho,5
PR,Palmital,85270000,85274999,Redespacho,4
BA,Barro Preto,45625000,45625999,Redespacho,5
PR,Terra Roxa,85990000,85997999,Redespacho,5
BA,Ibirataia,45580000,45580999,Redespacho,6
MG,Araponga,36594000,36599999,Redespacho,7
MG,Frei Lagonegro,39708000,39709999,Redespacho,8
MG,Santana Dos Montes,36430000,36439999,Redespacho,8
CE,Monsenhor Tabosa,63780000,63799999,Redespacho,8
PR,Farol,87325000,87329999,Redespacho,4
PR,Tres Barras Do Parana,85485000,85499999,Redespacho,5
MG,Santa Cruz De Minas,36328000,36329999,Redespacho,5
MG,Cruzeiro Da Fortaleza,38735000,38739999,Redespacho,7
BA,Iramaia,46770000,46770999,Redespacho,7
MG,Cascalho Rico,38460000,38464999,Redespacho,7
SP,Pontal,14180000,14199999,Redespacho,3
PR,Guamiranga,84435000,84449999,Redespacho,4
CE,Pacuja,62180000,62183999,Redespacho,8
CE,Jucas,63580000,63589999,Redespacho,5
CE,Carire,62184000,62189999,Redespacho,8
CE,Antonina Do Norte,63570000,63574999,Redespacho,8
CE,Ipaporanga,62215000,62219999,Redespacho,7
CE,Poranga,62220000,62229999,Redespacho,7
CE,Barro,63380000,63399999,Redespacho,8
CE,Aurora,63360000,63379999,Redespacho,8
CE,Baixio,63320000,63339999,Redespacho,8
CE,Jardim,63290000,63299999,Redespacho,8
CE,Ipueiras,62230000,62249999,Redespacho,7
CE,Pires Ferreira,62255000,62259999,Redespacho,8
CE,Apuiares,62630000,62639999,Redespacho,7
CE,Tururu,62655000,62659999,Redespacho,7
CE,Aratuba,62762000,62763999,Redespacho,7
CE,Ocara,62755000,62759999,Redespacho,7
CE,Paramoti,62736000,62737999,Redespacho,8
CE,Ibaretama,63970000,63999999,Redespacho,4
BA,Salvador,40100000,40199999,Capital,3
MG,Grupiara,38470000,38474999,Redespacho,8
MG,Piedade De Ponte Nova,35382000,35382999,Redespacho,7
MG,Sao Joao Das Missoes,39475000,39477999,Redespacho,8
MG,Campo Azul,39338000,39339999,Redespacho,8
MG,Carneirinho,38290000,38294999,Redespacho,8
MG,Rio Doce,35442000,35443999,Redespacho,8
PI,Bom Principio Do Piaui,64225000,64227999,Redespacho,4
PI,Joca Marques,64165000,64167999,Redespacho,5
CE,Mauriti,63210000,63219999,Redespacho,8
PR,Curitiba,80510000,81039999,Capital,3
PR,Curitiba,81100000,81119999,Capital,3
PR,Curitiba,81500000,81690499,Capital,3
PR,Curitiba,81830000,81869999,Capital,3
PR,Curitiba,82000000,82999999,Capital,3
PR,Curitiba,81690501,81819999,Capital,3
PR,Guarapuava,85139400,85139400,Redespacho,3
PR,Guarapuava,85139401,85139999,Capital,3
PR,Turvo,85150000,85154999,Redespacho,4
PR,Pinhao,85170000,85194999,Redespacho,4
PR,Pitanga,85200000,85224999,Redespacho,4
AP,Itaubal,68976000,68976000,Redespacho,7
AP,Cutias,68973000,68973000,Redespacho,7
CE,Penaforte,63280000,63289999,Redespacho,8
CE,Jati,63275000,63279999,Redespacho,8
CE,Milagres,63250000,63259999,Redespacho,8
CE,Reriutaba,62260000,62264999,Redespacho,8
CE,Barroquinha,62410000,62419999,Redespacho,8
CE,Chaval,62420000,62429999,Redespacho,8
CE,Moraujo,62480000,62499999,Redespacho,8
CE,Granjeiro,63230000,63239999,Redespacho,8
CE,Miraima,62530000,62539999,Redespacho,5
CE,Tejucuoca,62610000,62619999,Redespacho,5
AP,Oiapoque,68980000,68980000,Redespacho,7
AP,Serra Do Navio,68948000,68948000,Redespacho,7
AP,Pedra Branca Do Amapari,68945000,68945000,Redespacho,7
AP,Laranjal Do Jari,68920000,68920000,Redespacho,7
AP,Vitoria Do Jari,68924000,68924000,Redespacho,7
RJ,Petropolis,25755300,25755400,Interior,3
RJ,Petropolis,25755401,25769999,Capital,3
RJ,Petropolis,25770000,25770970,Interior,3
RJ,Petropolis,25770971,25779999,Capital,3
PI,Murici Dos Portelas,64175000,64177999,Redespacho,5
PR,Balsa Nova,83650000,83699999,Redespacho,7
SC,Timbo Grande,89545000,89545999,Redespacho,7
MT,Matupa,78525000,78525000,Redespacho,9
CE,Guaramiranga,62766000,62769999,Redespacho,5
CE,Acarape,62785000,62789999,Redespacho,3
BA,Jussiape,46670000,46670999,Redespacho,8
CE,Barreira,62795000,62799999,Redespacho,7
RJ,Sao Goncalo,24724060,24724060,Capital,4
RJ,Sao Goncalo,24724065,24724065,Capital,4
RJ,Sao Goncalo,24725050,24725050,Capital,4
RJ,Sao Goncalo,24725070,24725070,Capital,4
RJ,Sao Goncalo,24750220,24750220,Capital,4
RJ,Sao Goncalo,24750225,24750225,Capital,4
RJ,Sao Goncalo,24750235,24750235,Capital,4
RJ,Sao Goncalo,24725430,24725430,Capital,4
MT,Novo Mundo,78528000,78528000,Redespacho,9
MT,Peixoto De Azevedo,78530000,78534999,Redespacho,9
RJ,Sao Goncalo,24750670,24750670,Capital,4
RJ,Sao Goncalo,24720470,24720470,Capital,4
RJ,Sao Goncalo,24720550,24720550,Capital,4
MG,Nova Esperanca,39414000,39414000,Redespacho,6
MG,Montes Claros,39414001,39420000,Interior,3
PR,Guarapuava,85108000,85108000,Redespacho,3
PR,Guarapuava,85108001,85109999,Capital,3
PR,Guarapuava,85110000,85110000,Redespacho,3
PR,Guarapuava,85110001,85117999,Capital,3
PR,Guarapuava,85118000,85118000,Redespacho,3
PR,Guarapuava,85118001,85138299,Capital,3
PR,Guarapuava,85138300,85138300,Redespacho,3
PR,Guarapuava,85138301,85138599,Capital,3
PR,Guarapuava,85138600,85138600,Redespacho,3
PR,Guarapuava,85138601,85139299,Capital,3
PR,Guarapuava,85139300,85139300,Redespacho,3
PR,Guarapuava,85139301,85139399,Capital,3
RJ,Sao Goncalo,24720560,24720560,Capital,4
RJ,Sao Goncalo,24720690,24720690,Capital,4
RJ,Sao Goncalo,24720700,24720700,Capital,4
RJ,Sao Goncalo,24720705,24720705,Capital,4
RJ,Sao Goncalo,24721020,24721020,Capital,4
RJ,Sao Goncalo,24721305,24721305,Capital,4
RJ,Sao Goncalo,24721640,24721640,Capital,4
RJ,Sao Goncalo,24722525,24722525,Capital,4
RJ,Sao Goncalo,24722590,24722590,Capital,4
RJ,Sao Goncalo,24725000,24725000,Capital,4
RJ,Sao Goncalo,24725010,24725010,Capital,4
RJ,Sao Goncalo,24725040,24725040,Capital,4
RJ,Sao Goncalo,24725080,24725080,Capital,4
RJ,Sao Goncalo,24725090,24725090,Capital,4
RJ,Sao Goncalo,24725100,24725100,Capital,4
RJ,Sao Goncalo,24725110,24725110,Capital,4
RJ,Sao Goncalo,24725120,24725120,Capital,4
RJ,Sao Goncalo,24725400,24725400,Capital,4
RJ,Sao Goncalo,24750350,24750350,Capital,4
RJ,Sao Goncalo,24750215,24750215,Capital,4
RJ,Sao Goncalo,24750213,24750213,Capital,4
RJ,Sao Goncalo,24750205,24750205,Capital,4
RJ,Sao Goncalo,24750200,24750200,Capital,4
RJ,Sao Goncalo,24750190,24750190,Capital,4
RJ,Sao Goncalo,24750180,24750180,Capital,4
RJ,Sao Goncalo,24750170,24750170,Capital,4
RJ,Sao Goncalo,24750165,24750165,Capital,4
RJ,Sao Goncalo,24750160,24750160,Capital,4
RJ,Sao Goncalo,24725390,24725390,Capital,4
MT,Santa Carmem,78545000,78545000,Redespacho,9
MT,Nova Santa Helena,78548000,78548000,Redespacho,9
MT,Tangara Da Serra,78307001,78309999,Capital,4
MT,Campos De Julio,78307000,78307000,Capital,10
MT,Carlinda,78587000,78587000,Redespacho,9
SP,Santa Rita Do Passa Quatro,13670000,13689999,Redespacho,6
SP,Luis Antonio,14210000,14229999,Redespacho,5
RJ,Nova Iguacu,26200000,26299999,Capital,4
RJ,Nova Iguacu,26000000,26099999,Capital,4
RJ,Nilopolis,26500000,26549999,Interior,4
RJ,Itaguai,23800000,23859999,Redespacho,5
RJ,Mage,25900000,25935999,Redespacho,5
RJ,Belford Roxo,26100000,26199999,Redespacho,5
RJ,Mesquita,26550000,26599999,Interior,4
RJ,Queimados,26300000,26399999,Interior,5
RJ,Sao Goncalo,24725380,24725380,Capital,4
RJ,Sao Goncalo,24725370,24725370,Capital,4
RJ,Sao Goncalo,24725210,24725210,Capital,4
RJ,Sao Goncalo,24720440,24720440,Capital,4
RJ,Sao Goncalo,24720300,24720300,Capital,4
RJ,Sao Goncalo,24720290,24720290,Capital,4
RJ,Sao Goncalo,24720280,24720280,Capital,4
RJ,Sao Goncalo,24720270,24720270,Capital,4
RJ,Sao Goncalo,24722820,24722820,Capital,4
RJ,Sao Goncalo,24725180,24725180,Capital,4
SP,Piracicaba,13404804,13411499,Capital,3
RJ,Sao Goncalo,24725170,24725170,Capital,4
RJ,Sao Goncalo,24725150,24725150,Capital,4
RJ,Sao Goncalo,24725140,24725140,Capital,4
RJ,Sao Goncalo,24750360,24750360,Capital,4
RJ,Sao Goncalo,24750520,24750520,Capital,4
RJ,Sao Goncalo,24750530,24750530,Capital,4
RJ,Sao Goncalo,24750540,24750540,Capital,4
RJ,Sao Goncalo,24751000,24751000,Capital,4
RJ,Sao Goncalo,24751010,24751010,Capital,4
RJ,Sao Goncalo,24751020,24751020,Capital,4
RJ,Sao Goncalo,24751030,24751030,Capital,4
RJ,Sao Goncalo,24751040,24751040,Capital,4
RJ,Sao Goncalo,24750320,24750320,Capital,4
RJ,Sao Goncalo,24750330,24750330,Capital,4
RJ,Sao Goncalo,24750155,24750155,Capital,4
RJ,Sao Goncalo,24750030,24750030,Capital,4
RJ,Sao Goncalo,24750020,24750020,Capital,4
RJ,Sao Goncalo,24750010,24750010,Capital,4
RJ,Sao Goncalo,24744325,24744325,Capital,4
RJ,Sao Goncalo,24738385,24738385,Capital,4
RJ,Sao Goncalo,24720430,24720430,Capital,4
RJ,Sao Goncalo,24720420,24720420,Capital,4
RJ,Sao Goncalo,24720410,24720410,Capital,4
RJ,Sao Goncalo,24720400,24720400,Capital,4
RJ,Sao Goncalo,24720370,24720370,Capital,4
RJ,Sao Goncalo,24720360,24720360,Capital,4
RJ,Sao Goncalo,24720350,24720350,Capital,4
RJ,Sao Goncalo,24720340,24720340,Capital,4
RJ,Sao Goncalo,24720330,24720330,Capital,4
RJ,Sao Goncalo,24720320,24720320,Capital,4
RJ,Sao Goncalo,24720310,24720310,Capital,4
RJ,Sao Goncalo,24720450,24720450,Capital,4
RJ,Sao Goncalo,24750680,24750680,Capital,4
RJ,Sao Goncalo,24737310,24737310,Capital,4
RJ,Sao Goncalo,24720460,24720460,Capital,4
RJ,Sao Goncalo,24750245,24750245,Capital,4
RJ,Sao Goncalo,24750260,24750260,Capital,4
RJ,Sao Goncalo,24750280,24750280,Capital,4
RJ,Sao Goncalo,24750285,24750285,Capital,4
RJ,Sao Goncalo,24750290,24750290,Capital,4
RJ,Sao Goncalo,24750300,24750300,Capital,4
RJ,Sao Goncalo,24750150,24750150,Capital,4
RJ,Sao Goncalo,24750140,24750140,Capital,4
RJ,Sao Goncalo,24750135,24750135,Capital,4
RJ,Sao Goncalo,24750130,24750130,Capital,4
RJ,Sao Goncalo,24750120,24750120,Capital,4
RJ,Sao Goncalo,24750110,24750110,Capital,4
RJ,Sao Goncalo,24750090,24750090,Capital,4
RJ,Sao Goncalo,24750080,24750080,Capital,4
RJ,Sao Goncalo,24750070,24750070,Capital,4
RJ,Sao Goncalo,24750060,24750060,Capital,4
RJ,Sao Goncalo,24750055,24750055,Capital,4
RJ,Sao Goncalo,24750050,24750050,Capital,4
RJ,Sao Goncalo,24750040,24750040,Capital,4
RJ,Sao Goncalo,24750340,24750340,Capital,4
RJ,Sao Goncalo,24720480,24720480,Capital,4
RJ,Sao Goncalo,24720490,24720490,Capital,4
RJ,Sao Goncalo,24720500,24720500,Capital,4
RJ,Sao Goncalo,24720520,24720520,Capital,4
RJ,Sao Goncalo,24720530,24720530,Capital,4
RJ,Sao Goncalo,24725200,24725200,Capital,4
RJ,Sao Goncalo,24725190,24725190,Capital,4
RJ,Sao Goncalo,24750370,24750370,Capital,4
RJ,Sao Goncalo,24750380,24750380,Capital,4
RJ,Sao Goncalo,24750400,24750400,Capital,4
RJ,Sao Goncalo,24750410,24750410,Capital,4
RJ,Sao Goncalo,24750420,24750420,Capital,4
RJ,Sao Goncalo,24750430,24750430,Capital,4
RJ,Sao Goncalo,24750440,24750440,Capital,4
RJ,Sao Goncalo,24750450,24750450,Capital,4
RJ,Sao Goncalo,24750470,24750470,Capital,4
RJ,Sao Goncalo,24750490,24750490,Capital,4
RJ,Sao Goncalo,24750500,24750500,Capital,4
RJ,Sao Goncalo,24750510,24750510,Capital,4
RJ,Sao Goncalo,24751110,24751110,Capital,4
RJ,Sao Goncalo,24751720,24751720,Capital,4
RJ,Sao Goncalo,24751730,24751730,Capital,4
RJ,Sao Goncalo,24751740,24751740,Capital,4
RJ,Sao Goncalo,24750710,24750710,Capital,4
RJ,Sao Goncalo,24750720,24750720,Capital,4
RJ,Sao Goncalo,24750730,24750730,Capital,4
RJ,Sao Goncalo,24755000,24755000,Capital,4
RJ,Sao Goncalo,24755090,24755090,Capital,4
RJ,Sao Goncalo,24755105,24755105,Capital,4
RJ,Sao Goncalo,24755110,24755110,Capital,4
RJ,Sao Goncalo,24755120,24755120,Capital,4
RJ,Sao Goncalo,24755145,24755145,Capital,4
RJ,Sao Goncalo,24755160,24755160,Capital,4
RJ,Sao Goncalo,24755205,24755205,Capital,4
RJ,Sao Goncalo,24755210,24755210,Capital,4
RJ,Sao Goncalo,24755230,24755230,Capital,4
RJ,Sao Goncalo,24755240,24755240,Capital,4
RJ,Sao Goncalo,24755250,24755250,Capital,4
RJ,Sao Goncalo,24751045,24751045,Capital,4
RJ,Sao Goncalo,24751050,24751050,Capital,4
RJ,Sao Goncalo,24751060,24751060,Capital,4
RJ,Sao Goncalo,24751070,24751070,Capital,4
RJ,Sao Goncalo,24751080,24751080,Capital,4
RJ,Sao Goncalo,24751090,24751090,Capital,4
RJ,Sao Goncalo,24751100,24751100,Capital,4
RJ,Sao Goncalo,24750550,24750550,Capital,4
RJ,Sao Goncalo,24750560,24750560,Capital,4
RJ,Sao Goncalo,24750570,24750570,Capital,4
RJ,Sao Goncalo,24750580,24750580,Capital,4
RJ,Sao Goncalo,24750590,24750590,Capital,4
RJ,Sao Goncalo,24750600,24750600,Capital,4
RJ,Sao Goncalo,24750610,24750610,Capital,4
RJ,Sao Goncalo,24751700,24751700,Capital,4
RJ,Sao Goncalo,24751710,24751710,Capital,4
RJ,Sao Goncalo,24751750,24751750,Capital,4
RJ,Sao Goncalo,24753560,24753560,Capital,4
RJ,Sao Goncalo,24754190,24754190,Capital,4
RJ,Sao Goncalo,24754540,24754540,Capital,4
RJ,Sao Goncalo,24750740,24750740,Capital,4
RJ,Sao Goncalo,24750750,24750750,Capital,4
RJ,Sao Goncalo,24750760,24750760,Capital,4
RJ,Sao Goncalo,24750770,24750770,Capital,4
RJ,Sao Goncalo,24755270,24755270,Capital,4
RJ,Sao Goncalo,24755280,24755280,Capital,4
RJ,Sao Goncalo,24755290,24755290,Capital,4
RJ,Sao Goncalo,24755300,24755300,Capital,4
RJ,Sao Goncalo,24751170,24751170,Capital,4
RJ,Sao Goncalo,24751180,24751180,Capital,4
RJ,Sao Goncalo,24751210,24751210,Capital,4
RJ,Sao Goncalo,24751220,24751220,Capital,4
RJ,Sao Goncalo,24751230,24751230,Capital,4
RJ,Sao Goncalo,24751270,24751270,Capital,4
RJ,Sao Goncalo,24751290,24751290,Capital,4
RJ,Sao Goncalo,24751320,24751320,Capital,4
RJ,Sao Goncalo,24751330,24751330,Capital,4
RJ,Sao Goncalo,24751340,24751340,Capital,4
RJ,Sao Goncalo,24751350,24751350,Capital,4
RJ,Sao Goncalo,24751120,24751120,Capital,4
RJ,Sao Goncalo,24751130,24751130,Capital,4
RJ,Sao Goncalo,24751140,24751140,Capital,4
RJ,Sao Goncalo,24751155,24751155,Capital,4
RJ,Sao Goncalo,24751370,24751370,Capital,4
RJ,Sao Goncalo,24751380,24751380,Capital,4
RJ,Sao Goncalo,24751390,24751390,Capital,4
RJ,Sao Goncalo,24410150,24410150,Capital,4
RJ,Sao Goncalo,24425040,24425040,Capital,4
RJ,Sao Goncalo,24425045,24425045,Capital,4
RJ,Sao Goncalo,24425056,24425056,Capital,4
RJ,Sao Goncalo,24425060,24425060,Capital,4
RJ,Sao Goncalo,24751160,24751160,Capital,4
RJ,Sao Goncalo,24750840,24750841,Capital,4
RJ,Sao Goncalo,24750830,24750830,Capital,4
RJ,Sao Goncalo,24750820,24750820,Capital,4
RJ,Sao Goncalo,24750790,24750790,Capital,4
RJ,Sao Goncalo,24750780,24750780,Capital,4
RJ,Sao Goncalo,24410010,24410010,Capital,4
RJ,Sao Goncalo,24410000,24410000,Capital,4
RJ,Sao Goncalo,24751440,24751440,Capital,4
RJ,Sao Goncalo,24751405,24751405,Capital,4
RJ,Sao Goncalo,24751400,24751400,Capital,4
RJ,Sao Goncalo,24750700,24750700,Capital,4
RJ,Sao Goncalo,24750690,24750690,Capital,4
RJ,Sao Goncalo,24750660,24750660,Capital,4
RJ,Sao Goncalo,24750650,24750650,Capital,4
RJ,Sao Goncalo,24750640,24750640,Capital,4
RJ,Sao Goncalo,24750630,24750630,Capital,4
RJ,Sao Goncalo,24750620,24750620,Capital,4
RJ,Sao Goncalo,24756640,24756640,Capital,4
RJ,Sao Goncalo,24756620,24756620,Capital,4
RJ,Sao Goncalo,24755500,24755500,Capital,4
RJ,Sao Goncalo,24755490,24755490,Capital,4
RJ,Sao Goncalo,24755470,24755470,Capital,4
RJ,Sao Goncalo,24755460,24755460,Capital,4
RJ,Sao Goncalo,24755400,24755400,Capital,4
RJ,Sao Goncalo,24410050,24410050,Capital,4
RJ,Sao Goncalo,24410045,24410045,Capital,4
RJ,Sao Goncalo,24410040,24410040,Capital,4
RJ,Sao Goncalo,24410035,24410035,Capital,4
RJ,Sao Goncalo,24410030,24410030,Capital,4
RJ,Sao Goncalo,24410025,24410025,Capital,4
RJ,Sao Goncalo,24410020,24410020,Capital,4
RJ,Sao Goncalo,24410180,24410180,Capital,4
RJ,Sao Goncalo,24410160,24410160,Capital,4
RJ,Sao Goncalo,24440480,24440480,Capital,4
RJ,Sao Goncalo,24440470,24440470,Capital,4
RJ,Sao Goncalo,24440460,24440460,Capital,4
RJ,Sao Goncalo,24440455,24440455,Capital,4
RJ,Sao Goncalo,24440410,24440410,Capital,4
RJ,Sao Goncalo,24440400,24440400,Capital,4
RJ,Sao Goncalo,24440396,24440397,Capital,4
RJ,Sao Goncalo,24425080,24425080,Capital,4
RJ,Sao Goncalo,24410060,24410060,Capital,4
RJ,Sao Goncalo,24410070,24410070,Capital,4
RJ,Sao Goncalo,24410075,24410076,Capital,4
RJ,Sao Goncalo,24410080,24410080,Capital,4
SP,Piracicaba,13411500,13411605,Redespacho,3
RJ,Sao Goncalo,24410090,24410090,Capital,4
RJ,Sao Goncalo,24410100,24410100,Capital,4
RJ,Sao Goncalo,24410110,24410110,Capital,4
RJ,Sao Goncalo,24410120,24410120,Capital,4
RJ,Sao Goncalo,24410130,24410130,Capital,4
RJ,Sao Goncalo,24410140,24410140,Capital,4
RJ,Sao Goncalo,24421004,24421005,Capital,4
RJ,Sao Goncalo,24425010,24425010,Capital,4
RJ,Sao Goncalo,24425015,24425015,Capital,4
RJ,Sao Goncalo,24425027,24425027,Capital,4
RJ,Sao Goncalo,24425030,24425030,Capital,4
RJ,Sao Goncalo,24426430,24426430,Capital,4
RJ,Sao Goncalo,24440420,24440420,Capital,4
RJ,Sao Goncalo,24440430,24440430,Capital,4
RJ,Sao Goncalo,24440440,24440440,Capital,4
RJ,Sao Goncalo,24440450,24440450,Capital,4
RJ,Sao Goncalo,24410190,24410190,Capital,4
RJ,Sao Goncalo,24410200,24410200,Capital,4
RJ,Sao Goncalo,24410210,24410210,Capital,4
RS,Gravatai,94100000,94100790,Redespacho,3
RJ,Cantagalo,28500000,28500999,Redespacho,4
RJ,Sao Goncalo,24410230,24410230,Capital,4
RS,Porto Alegre,91750060,91750070,Capital,3
BA,Mucuge,46750000,46750999,Redespacho,8
BA,Serra Dourada,47740000,47749999,Redespacho,6
BA,Macarani,45760000,45760999,Redespacho,8
BA,Sao Gabriel,44915000,44915999,Redespacho,8
BA,Floresta Azul,45740000,45740999,Redespacho,7
BA,Brejoes,45325000,45325999,Redespacho,7
BA,Presidente Dutra,44930000,44930999,Redespacho,8
BA,Guaratinga,45840000,45847999,Redespacho,6
BA,Souto Soares,46990000,46990999,Redespacho,8
BA,Lapao,44905000,44909999,Redespacho,6
BA,Itagiba,45585000,45585999,Redespacho,6
BA,Potiragua,45790000,45790999,Redespacho,8
BA,Santa Ines,45320000,45320999,Redespacho,6
BA,Belmonte,45800000,45800999,Redespacho,8
BA,Cafarnaum,44880000,44880999,Redespacho,8
BA,Itambe,45140000,45149999,Redespacho,6
BA,Una,45690000,45690999,Redespacho,7
BA,Itagimirim,45850000,45850999,Redespacho,8
BA,Ipupiara,47590000,47590999,Redespacho,8
BA,Mortugaba,46290000,46290999,Redespacho,8
BA,Barra Do Mendes,44990000,44990999,Redespacho,8
BA,Dario Meira,45590000,45590999,Redespacho,6
BA,Itape,45750000,45750999,Redespacho,7
BA,Wagner,46970000,46970999,Redespacho,7
BA,Boquira,46530000,46530999,Redespacho,8
BA,Presidente Janio Quadros,46250000,46250999,Redespacho,8
BA,Caturama,46575000,46575999,Redespacho,8
BA,Itaju Do Colonia,45730000,45739999,Redespacho,6
BA,Ibipeba,44970000,44970999,Redespacho,8
BA,Itapitanga,45645000,45645999,Redespacho,7
BA,Rodelas,48630000,48630999,Redespacho,8
BA,Coribe,47690000,47690999,Redespacho,8
RS,Erechim,99700000,99716999,Capital,3
RS,Encruzilhada Do Sul,96610000,96610999,Redespacho,6
RS,Putinga,95975000,95979999,Redespacho,6
RS,Sao Lourenco Do Sul,96170000,96170999,Redespacho,7
RS,Fontoura Xavier,99370000,99379999,Redespacho,7
RS,Sao Joao Do Polesine,97230000,97249999,Redespacho,8
RS,Trindade Do Sul,99615000,99639999,Redespacho,6
MS,Aral Moreira,79930000,79930999,Interior,9
MG,Igarape,32510000,32599999,Redespacho,5
RJ,Mangaratiba,23860000,23860999,Redespacho,5
RJ,Paracambi,26600000,26600999,Redespacho,5
RJ,Seropedica,23890000,23899999,Redespacho,3
RJ,Japeri,26400000,26499999,Redespacho,5
RN,Timbauba Dos Batistas,59320000,59323999,Redespacho,7
RN,Jardins De Piranhas,59324000,59326999,Redespacho,7
RN,Sao Joao Do Sabugi,59310000,59314999,Redespacho,7
RN,Tangara,59240000,59243999,Redespacho,7
RN,Bom Jesus,59270000,59274999,Redespacho,7
RN,Jardim Do Serido,59343000,59346999,Redespacho,7
BA,Barra,47100000,47100999,Redespacho,8
BA,Andarai,46830000,46830999,Redespacho,8
BA,Dom Basilio,46165000,46165999,Redespacho,8
BA,Ibipitanga,46540000,46540999,Redespacho,8
BA,Ibitiara,46700000,46700999,Redespacho,8
BA,Central,44940000,44940999,Redespacho,8
